X,Y,UNION,JURISDICCI,CAPITAL,FUENTE,XCOORD,YCOORD
4600245.9999859,6408972.9994516447,-2147483648,CORDOBA,CORDOBA,IGN,4600245.999986,6408972.999452
4600305.9999859,6408783.9994515358,-2147483648,CORDOBA,CORDOBA,IGN,4600305.999986,6408783.999452
4600470.99998587,6408456.9994513532,-2147483648,CORDOBA,CORDOBA,IGN,4600470.999986,6408456.999451
4600642.99998584,6408192.4994512098,-2147483648,CORDOBA,CORDOBA,IGN,4600642.999986,6408192.499451
4600735.499985823,6407954.4994510803,-2147483648,CORDOBA,CORDOBA,IGN,4600735.499986,6407954.499451
4600814.99998581,6407662.9994509099,-2147483648,CORDOBA,CORDOBA,IGN,4600814.999986,6407662.999451
4600907.499985794,6407371.99945075,-2147483648,CORDOBA,CORDOBA,IGN,4600907.499986,6407371.999451
4601012.99998578,6407120.9994506156,-2147483648,CORDOBA,CORDOBA,IGN,4601012.999986,6407120.999451
4601052.99998577,6406922.4994505011,-2147483648,CORDOBA,CORDOBA,IGN,4601052.999986,6406922.499451
4601098.499985764,6406692.9994503688,-2147483648,CORDOBA,CORDOBA,IGN,4601098.499986,6406692.999450
4601199.499985753,6406486.4994502552,-2147483648,CORDOBA,CORDOBA,IGN,4601199.499986,6406486.499450
4601287.99998574,6406220.4994501118,-2147483648,CORDOBA,CORDOBA,IGN,4601287.999986,6406220.499450
4601349.499985722,6405978.9994499721,-2147483648,CORDOBA,CORDOBA,IGN,4601349.499986,6405978.999450
4601449.99998571,6405731.9994498417,-2147483648,CORDOBA,CORDOBA,IGN,4601449.999986,6405731.999450
4601641.99998568,6405453.4994496871,-2147483648,CORDOBA,CORDOBA,IGN,4601641.999986,6405453.499450
4601733.99998567,6405208.9994495427,-2147483648,CORDOBA,CORDOBA,IGN,4601733.999986,6405208.999450
4601913.99998564,6404850.4994493499,-2147483648,CORDOBA,CORDOBA,IGN,4601913.999986,6404850.499449
4602042.499985615,6404621.4994492149,-2147483648,CORDOBA,CORDOBA,IGN,4602042.499986,6404621.499449
4602085.499985606,6404128.4994489383,-2147483648,CORDOBA,CORDOBA,IGN,4602085.499986,6404128.499449
4602099.9999856,6404006.9994488759,-2147483648,CORDOBA,CORDOBA,IGN,4602099.999986,6404006.999449
4601970.99998562,6404042.9994489,-2147483648,CORDOBA,CORDOBA,IGN,4601970.999986,6404042.999449
4601849.499985637,6404028.4994488871,-2147483648,CORDOBA,CORDOBA,IGN,4601849.499986,6404028.499449
4601756.99998565,6403892.9994488135,-2147483648,CORDOBA,CORDOBA,IGN,4601756.999986,6403892.999449
4601685.499985665,6403756.9994487381,-2147483648,CORDOBA,CORDOBA,IGN,4601685.499986,6403756.999449
4601535.499985686,6403685.4994486962,-2147483648,CORDOBA,CORDOBA,IGN,4601535.499986,6403685.499449
4601399.499985705,6403613.9994486468,-2147483648,CORDOBA,CORDOBA,IGN,4601399.499986,6403613.999449
4601399.499985701,6403485.4994485797,-2147483648,CORDOBA,CORDOBA,IGN,4601399.499986,6403485.499449
4601499.499985686,6403392.4994485257,-2147483648,CORDOBA,CORDOBA,IGN,4601499.499986,6403392.499449
4601506.499985683,6403199.4994484223,-2147483648,CORDOBA,CORDOBA,IGN,4601506.499986,6403199.499448
4601656.99998566,6403042.4994483367,-2147483648,CORDOBA,CORDOBA,IGN,4601656.999986,6403042.499448
4601620.99998567,6402692.4994481374,-2147483648,CORDOBA,CORDOBA,IGN,4601620.999986,6402692.499448
4601742.499985647,6402449.4994480032,-2147483648,CORDOBA,CORDOBA,IGN,4601742.499986,6402449.499448
4601863.99998563,6402406.4994479753,-2147483648,CORDOBA,CORDOBA,IGN,4601863.999986,6402406.499448
4601878.499985629,6402134.9994478319,-2147483648,CORDOBA,CORDOBA,IGN,4601878.499986,6402134.999448
4601942.499985619,6402013.4994477564,-2147483648,CORDOBA,CORDOBA,IGN,4601942.499986,6402013.499448
4601949.499985612,6401677.4994475767,-2147483648,CORDOBA,CORDOBA,IGN,4601949.499986,6401677.499448
4602199.99998557,6401134.499447275,-2147483648,CORDOBA,CORDOBA,IGN,4602199.999986,6401134.499447
4602013.9999856,6401055.9994472256,-2147483648,CORDOBA,CORDOBA,IGN,4602013.999986,6401055.999447
4601846.499985616,6400916.4994471427,-2147483648,CORDOBA,CORDOBA,IGN,4601846.499986,6400916.499447
4601542.49998566,6400638.49944699,-2147483648,CORDOBA,CORDOBA,IGN,4601542.499986,6400638.499447
4601198.499985712,6400426.9994468717,-2147483648,CORDOBA,CORDOBA,IGN,4601198.499986,6400426.999447
4600863.499985752,6400269.99944677,-2147483648,CORDOBA,CORDOBA,IGN,4600863.499986,6400269.999447
4600556.499985798,6400119.9994466966,-2147483648,CORDOBA,CORDOBA,IGN,4600556.499986,6400119.999447
4600448.99998581,6399891.4994465616,-2147483648,CORDOBA,CORDOBA,IGN,4600448.999986,6399891.499447
4600484.9999858,6399548.4994463753,-2147483648,CORDOBA,CORDOBA,IGN,4600484.999986,6399548.499446
4600470.499985802,6399183.9994461685,-2147483648,CORDOBA,CORDOBA,IGN,4600470.499986,6399183.999446
4600620.499985775,6398783.9994459469,-2147483648,CORDOBA,CORDOBA,IGN,4600620.499986,6398783.999446
4600906.499985736,6398662.499445877,-2147483648,CORDOBA,CORDOBA,IGN,4600906.499986,6398662.499446
4601099.499985705,6398419.4994457439,-2147483648,CORDOBA,CORDOBA,IGN,4601099.499986,6398419.499446
4601290.99998568,6398349.9994457085,-2147483648,CORDOBA,CORDOBA,IGN,4601290.999986,6398349.999446
4601502.499985647,6398309.99944569,-2147483648,CORDOBA,CORDOBA,IGN,4601502.499986,6398309.999446
4601714.499985619,6398309.9994456936,-2147483648,CORDOBA,CORDOBA,IGN,4601714.499986,6398309.999446
4601925.99998559,6398283.4994456777,-2147483648,CORDOBA,CORDOBA,IGN,4601925.999986,6398283.499446
4602216.99998555,6398296.9994456815,-2147483648,CORDOBA,CORDOBA,IGN,4602216.999986,6398296.999446
4602506.99998551,6398319.4994456992,-2147483648,CORDOBA,CORDOBA,IGN,4602506.999986,6398319.499446
4602692.99998549,6398233.4994456563,-2147483648,CORDOBA,CORDOBA,IGN,4602692.999985,6398233.499446
4602721.499985478,6397947.4994454933,-2147483648,CORDOBA,CORDOBA,IGN,4602721.499985,6397947.499445
4602842.99998545,6397633.4994453192,-2147483648,CORDOBA,CORDOBA,IGN,4602842.999985,6397633.499445
4602799.99998546,6397418.9994452,-2147483648,CORDOBA,CORDOBA,IGN,4602799.999985,6397418.999445
4602928.499985439,6397104.4994450295,-2147483648,CORDOBA,CORDOBA,IGN,4602928.499985,6397104.499445
4602921.499985438,6396811.4994448638,-2147483648,CORDOBA,CORDOBA,IGN,4602921.499985,6396811.499445
4602949.99998543,6396647.4994447734,-2147483648,CORDOBA,CORDOBA,IGN,4602949.999985,6396647.499445
4602878.499985444,6396546.9994447175,-2147483648,CORDOBA,CORDOBA,IGN,4602878.499985,6396546.999445
4602699.99998547,6396418.499444643,-2147483648,CORDOBA,CORDOBA,IGN,4602699.999985,6396418.499445
4602542.99998549,6396289.9994445723,-2147483648,CORDOBA,CORDOBA,IGN,4602542.999985,6396289.999445
4602256.99998553,6396075.4994444493,-2147483648,CORDOBA,CORDOBA,IGN,4602256.999986,6396075.499444
4601978.499985569,6396061.4994444409,-2147483648,CORDOBA,CORDOBA,IGN,4601978.499986,6396061.499444
4601674.499985609,6395783.499444278,-2147483648,CORDOBA,CORDOBA,IGN,4601674.499986,6395783.499444
4601383.499985649,6395518.9994441317,-2147483648,CORDOBA,CORDOBA,IGN,4601383.499986,6395518.999444
4601079.499985689,6395267.4994439865,-2147483648,CORDOBA,CORDOBA,IGN,4601079.499986,6395267.499444
4600708.99998574,6395042.4994438551,-2147483648,CORDOBA,CORDOBA,IGN,4600708.999986,6395042.499444
4600695.49998574,6394830.9994437424,-2147483648,CORDOBA,CORDOBA,IGN,4600695.499986,6394830.999444
4600893.99998571,6394857.4994437527,-2147483648,CORDOBA,CORDOBA,IGN,4600893.999986,6394857.499444
4600907.499985709,6394711.9994436726,-2147483648,CORDOBA,CORDOBA,IGN,4600907.499986,6394711.999444
4600841.499985717,6394618.9994436214,-2147483648,CORDOBA,CORDOBA,IGN,4600841.499986,6394618.999444
4600933.9999857,6394354.499443478,-2147483648,CORDOBA,CORDOBA,IGN,4600933.999986,6394354.499443
4601145.499985674,6394129.9994433587,-2147483648,CORDOBA,CORDOBA,IGN,4601145.499986,6394129.999443
4601026.499985686,6393931.499443247,-2147483648,CORDOBA,CORDOBA,IGN,4601026.499986,6393931.499443
4601237.99998566,6393745.9994431389,-2147483648,CORDOBA,CORDOBA,IGN,4601237.999986,6393745.999443
4601396.99998563,6393825.4994431855,-2147483648,CORDOBA,CORDOBA,IGN,4601396.999986,6393825.499443
4601872.99998557,6393653.4994430961,-2147483648,CORDOBA,CORDOBA,IGN,4601872.999986,6393653.499443
4602521.499985476,6393587.4994430589,-2147483648,CORDOBA,CORDOBA,IGN,4602521.499985,6393587.499443
4602785.99998544,6393732.9994431483,-2147483648,CORDOBA,CORDOBA,IGN,4602785.999985,6393732.999443
4603050.499985399,6393931.4994432628,-2147483648,CORDOBA,CORDOBA,IGN,4603050.499985,6393931.499443
4603473.99998534,6393997.4994432954,-2147483648,CORDOBA,CORDOBA,IGN,4603473.999985,6393997.499443
4603791.4999853,6394182.4994434044,-2147483648,CORDOBA,CORDOBA,IGN,4603791.499985,6394182.499443
4604068.99998526,6393957.9994432805,-2147483648,CORDOBA,CORDOBA,IGN,4604068.999985,6393957.999443
4603907.499985276,6393831.9994432079,-2147483648,CORDOBA,CORDOBA,IGN,4603907.499985,6393831.999443
4604028.99998526,6393631.9994430989,-2147483648,CORDOBA,CORDOBA,IGN,4604028.999985,6393631.999443
4603964.99998527,6393410.4994429722,-2147483648,CORDOBA,CORDOBA,IGN,4603964.999985,6393410.499443
4604064.99998525,6393260.499442894,-2147483648,CORDOBA,CORDOBA,IGN,4604064.999985,6393260.499443
4604050.499985251,6393152.9994428307,-2147483648,CORDOBA,CORDOBA,IGN,4604050.499985,6393152.999443
4604000.499985263,6392967.4994427273,-2147483648,CORDOBA,CORDOBA,IGN,4604000.499985,6392967.499443
4604108.99998524,6392078.9994422318,-2147483648,CORDOBA,CORDOBA,IGN,4604108.999985,6392078.999442
4604161.99998523,6391827.9994420931,-2147483648,CORDOBA,CORDOBA,IGN,4604161.999985,6391827.999442
4604021.99998525,6391709.4994420251,-2147483648,CORDOBA,CORDOBA,IGN,4604021.999985,6391709.499442
4604002.99998525,6391496.9994419096,-2147483648,CORDOBA,CORDOBA,IGN,4604002.999985,6391496.999442
4603672.499985296,6391536.99944193,-2147483648,CORDOBA,CORDOBA,IGN,4603672.499985,6391536.999442
4603513.49998532,6391404.4994418491,-2147483648,CORDOBA,CORDOBA,IGN,4603513.499985,6391404.499442
4603460.499985326,6391166.4994417168,-2147483648,CORDOBA,CORDOBA,IGN,4603460.499985,6391166.499442
4603222.499985354,6391086.99944167,-2147483648,CORDOBA,CORDOBA,IGN,4603222.499985,6391086.999442
4603128.499985373,6390959.4994416013,-2147483648,CORDOBA,CORDOBA,IGN,4603128.499985,6390959.499442
4602944.499985397,6390901.9994415659,-2147483648,CORDOBA,CORDOBA,IGN,4602944.499985,6390901.999442
4602628.499985433,6390737.9994414719,-2147483648,CORDOBA,CORDOBA,IGN,4602628.499985,6390737.999441
4602494.99998545,6390438.9994413098,-2147483648,CORDOBA,CORDOBA,IGN,4602494.999985,6390438.999441
4602442.99998546,6390337.9994412558,-2147483648,CORDOBA,CORDOBA,IGN,4602442.999985,6390337.999441
4602243.499985487,6390372.4994412679,-2147483648,CORDOBA,CORDOBA,IGN,4602243.499985,6390372.499441
4602058.499985511,6390213.9994411832,-2147483648,CORDOBA,CORDOBA,IGN,4602058.499986,6390213.999441
4601872.99998554,6390121.4994411245,-2147483648,CORDOBA,CORDOBA,IGN,4601872.999986,6390121.499441
4601978.99998553,6389909.4994410127,-2147483648,CORDOBA,CORDOBA,IGN,4601978.999986,6389909.499441
4601595.499985577,6389830.4994409652,-2147483648,CORDOBA,CORDOBA,IGN,4601595.499986,6389830.499441
4601436.499985598,6389525.9994407939,-2147483648,CORDOBA,CORDOBA,IGN,4601436.499986,6389525.999441
4601237.99998563,6389366.9994407035,-2147483648,CORDOBA,CORDOBA,IGN,4601237.999986,6389366.999441
4601079.499985647,6389181.9994406,-2147483648,CORDOBA,CORDOBA,IGN,4601079.499986,6389181.999441
4600841.499985675,6389062.9994405266,-2147483648,CORDOBA,CORDOBA,IGN,4600841.499986,6389062.999441
4600695.499985695,6388864.4994404204,-2147483648,CORDOBA,CORDOBA,IGN,4600695.499986,6388864.499440
4600417.99998574,6388679.4994403115,-2147483648,CORDOBA,CORDOBA,IGN,4600417.999986,6388679.499440
4600166.499985773,6388546.9994402379,-2147483648,CORDOBA,CORDOBA,IGN,4600166.499986,6388546.999440
4599901.9999858,6388335.4994401196,-2147483648,CORDOBA,CORDOBA,IGN,4599901.999986,6388335.499440
4599597.499985849,6388255.99944007,-2147483648,CORDOBA,CORDOBA,IGN,4599597.499986,6388255.999440
4599425.499985869,6387991.4994399222,-2147483648,CORDOBA,CORDOBA,IGN,4599425.499986,6387991.499440
4599174.499985901,6387872.4994398579,-2147483648,CORDOBA,CORDOBA,IGN,4599174.499986,6387872.499440
4598936.49998594,6387554.9994396819,-2147483648,CORDOBA,CORDOBA,IGN,4598936.499986,6387554.999440
4598764.499985963,6387488.4994396381,-2147483648,CORDOBA,CORDOBA,IGN,4598764.499986,6387488.499440
4598909.99998594,6387237.4994394965,-2147483648,CORDOBA,CORDOBA,IGN,4598909.999986,6387237.499439
4599028.99998591,6386760.9994392414,-2147483648,CORDOBA,CORDOBA,IGN,4599028.999986,6386760.999439
4598922.99998593,6386469.9994390747,-2147483648,CORDOBA,CORDOBA,IGN,4598922.999986,6386469.999439
4598922.99998593,6386231.9994389489,-2147483648,CORDOBA,CORDOBA,IGN,4598922.999986,6386231.999439
4598949.499985922,6385781.9994386937,-2147483648,CORDOBA,CORDOBA,IGN,4598949.499986,6385781.999439
4598843.499985935,6385411.4994384907,-2147483648,CORDOBA,CORDOBA,IGN,4598843.499986,6385411.499438
4598856.99998593,6385107.4994383156,-2147483648,CORDOBA,CORDOBA,IGN,4598856.999986,6385107.499438
4598711.499985952,6384750.4994381163,-2147483648,CORDOBA,CORDOBA,IGN,4598711.499986,6384750.499438
4598764.499985941,6384313.499437876,-2147483648,CORDOBA,CORDOBA,IGN,4598764.499986,6384313.499438
4599279.99998587,6384498.9994379859,-2147483648,CORDOBA,CORDOBA,IGN,4599279.999986,6384498.999438
4599462.99998584,6384199.9994378202,-2147483648,CORDOBA,CORDOBA,IGN,4599462.999986,6384199.999438
4599770.499985796,6384292.4994378677,-2147483648,CORDOBA,CORDOBA,IGN,4599770.499986,6384292.499438
4599836.499985782,6383972.4994376944,-2147483648,CORDOBA,CORDOBA,IGN,4599836.499986,6383972.499438
4599981.499985767,6383718.4994375547,-2147483648,CORDOBA,CORDOBA,IGN,4599981.499986,6383718.499438
4600007.99998576,6383506.4994374374,-2147483648,CORDOBA,CORDOBA,IGN,4600007.999986,6383506.499437
4600139.99998574,6383294.9994373238,-2147483648,CORDOBA,CORDOBA,IGN,4600139.999986,6383294.999437
4600444.499985687,6383056.9994371887,-2147483648,CORDOBA,CORDOBA,IGN,4600444.499986,6383056.999437
4600695.49998566,6383083.499437212,-2147483648,CORDOBA,CORDOBA,IGN,4600695.499986,6383083.499437
4601092.499985598,6382927.9994371179,-2147483648,CORDOBA,CORDOBA,IGN,4601092.499986,6382927.999437
4601423.499985553,6382911.4994371152,-2147483648,CORDOBA,CORDOBA,IGN,4601423.499986,6382911.499437
4601613.99998553,6382770.4994370425,-2147483648,CORDOBA,CORDOBA,IGN,4601613.999986,6382770.499437
4601792.499985499,6382699.4994370015,-2147483648,CORDOBA,CORDOBA,IGN,4601792.499985,6382699.499437
4602013.99998547,6382584.9994369373,-2147483648,CORDOBA,CORDOBA,IGN,4602013.999985,6382584.999437
4602242.499985432,6382491.9994368907,-2147483648,CORDOBA,CORDOBA,IGN,4602242.499985,6382491.999437
4602506.99998539,6382513.499436901,-2147483648,CORDOBA,CORDOBA,IGN,4602506.999985,6382513.499437
4602693.499985365,6382514.4994369075,-2147483648,CORDOBA,CORDOBA,IGN,4602693.499985,6382514.499437
4602806.99998535,6382691.9994370053,-2147483648,CORDOBA,CORDOBA,IGN,4602806.999985,6382691.999437
4603014.49998533,6382727.99943702,-2147483648,CORDOBA,CORDOBA,IGN,4603014.499985,6382727.999437
4603257.499985289,6382791.9994370611,-2147483648,CORDOBA,CORDOBA,IGN,4603257.499985,6382791.999437
4603486.99998526,6382792.4994370658,-2147483648,CORDOBA,CORDOBA,IGN,4603486.999985,6382792.499437
4603777.99998522,6382950.9994371552,-2147483648,CORDOBA,CORDOBA,IGN,4603777.999985,6382950.999437
4603989.99998519,6382858.4994371105,-2147483648,CORDOBA,CORDOBA,IGN,4603989.999985,6382858.499437
4604186.499985158,6382827.9994370928,-2147483648,CORDOBA,CORDOBA,IGN,4604186.499985,6382827.999437
4604452.99998512,6382897.9994371282,-2147483648,CORDOBA,CORDOBA,IGN,4604452.999985,6382897.999437
4604651.499985091,6382792.4994370723,-2147483648,CORDOBA,CORDOBA,IGN,4604651.499985,6382792.499437
4604729.499985078,6382713.499437036,-2147483648,CORDOBA,CORDOBA,IGN,4604729.499985,6382713.499437
4605122.499985028,6382634.9994369894,-2147483648,CORDOBA,CORDOBA,IGN,4605122.499985,6382634.999437
4605386.49998499,6382563.4994369503,-2147483648,CORDOBA,CORDOBA,IGN,4605386.499985,6382563.499437
4605619.499984957,6382559.4994369522,-2147483648,CORDOBA,CORDOBA,IGN,4605619.499985,6382559.499437
4605894.99998491,6382514.4994369261,-2147483648,CORDOBA,CORDOBA,IGN,4605894.999985,6382514.499437
4606138.499984883,6382514.4994369261,-2147483648,CORDOBA,CORDOBA,IGN,4606138.499985,6382514.499437
4606386.99998485,6382506.4994369261,-2147483648,CORDOBA,CORDOBA,IGN,4606386.999985,6382506.499437
4606529.99998482,6382487.9994369177,-2147483648,CORDOBA,CORDOBA,IGN,4606529.999985,6382487.999437
4606807.499984783,6382527.9994369466,-2147483648,CORDOBA,CORDOBA,IGN,4606807.499985,6382527.999437
4607037.499984755,6382534.9994369494,-2147483648,CORDOBA,CORDOBA,IGN,4607037.499985,6382534.999437
4607151.499984734,6382120.4994367156,-2147483648,CORDOBA,CORDOBA,IGN,4607151.499985,6382120.499437
4607344.49998471,6381834.4994365657,-2147483648,CORDOBA,CORDOBA,IGN,4607344.499985,6381834.499437
4607429.499984695,6381508.9994363822,-2147483648,CORDOBA,CORDOBA,IGN,4607429.499985,6381508.999436
4607561.499984668,6381151.9994361848,-2147483648,CORDOBA,CORDOBA,IGN,4607561.499985,6381151.999436
4607693.99998465,6380873.99943603,-2147483648,CORDOBA,CORDOBA,IGN,4607693.999985,6380873.999436
4607733.499984643,6380715.4994359482,-2147483648,CORDOBA,CORDOBA,IGN,4607733.499985,6380715.499436
4607852.499984629,6380516.9994358309,-2147483648,CORDOBA,CORDOBA,IGN,4607852.499985,6380516.999436
4607984.9999846,6380291.9994357098,-2147483648,CORDOBA,CORDOBA,IGN,4607984.999985,6380291.999436
4608143.99998458,6379974.4994355328,-2147483648,CORDOBA,CORDOBA,IGN,4608143.999985,6379974.499436
4608302.499984552,6379709.9994353913,-2147483648,CORDOBA,CORDOBA,IGN,4608302.499985,6379709.999435
4608408.499984537,6379471.9994352553,-2147483648,CORDOBA,CORDOBA,IGN,4608408.499985,6379471.999435
4608434.99998453,6379259.9994351463,-2147483648,CORDOBA,CORDOBA,IGN,4608434.999985,6379259.999435
4608540.499984514,6378955.9994349722,-2147483648,CORDOBA,CORDOBA,IGN,4608540.499985,6378955.999435
4608580.499984506,6378704.499434839,-2147483648,CORDOBA,CORDOBA,IGN,4608580.499985,6378704.499435
4608699.499984485,6378399.9994346676,-2147483648,CORDOBA,CORDOBA,IGN,4608699.499984,6378399.999435
4608871.499984465,6378082.4994344991,-2147483648,CORDOBA,CORDOBA,IGN,4608871.499984,6378082.499434
4609029.99998443,6377751.9994343165,-2147483648,CORDOBA,CORDOBA,IGN,4609029.999984,6377751.999434
4609241.99998441,6377487.4994341638,-2147483648,CORDOBA,CORDOBA,IGN,4609241.999984,6377487.499434
4609307.9999844,6377354.9994340977,-2147483648,CORDOBA,CORDOBA,IGN,4609307.999984,6377354.999434
4609400.499984381,6377129.9994339654,-2147483648,CORDOBA,CORDOBA,IGN,4609400.499984,6377129.999434
4609563.99998435,6376961.9994338825,-2147483648,CORDOBA,CORDOBA,IGN,4609563.999984,6376961.999434
4609559.499984349,6376508.4994336274,-2147483648,CORDOBA,CORDOBA,IGN,4609559.499984,6376508.499434
4609664.99998433,6376005.9994333489,-2147483648,CORDOBA,CORDOBA,IGN,4609664.999984,6376005.999433
4609876.9999843,6375674.9994331738,-2147483648,CORDOBA,CORDOBA,IGN,4609876.999984,6375674.999433
4610220.99998425,6375476.4994330648,-2147483648,CORDOBA,CORDOBA,IGN,4610220.999984,6375476.499433
4610485.499984211,6375476.4994330602,-2147483648,CORDOBA,CORDOBA,IGN,4610485.499984,6375476.499433
4610668.99998419,6375415.4994330294,-2147483648,CORDOBA,CORDOBA,IGN,4610668.999984,6375415.499433
4611053.99998413,6375396.9994330257,-2147483648,CORDOBA,CORDOBA,IGN,4611053.999984,6375396.999433
4611371.499984087,6375330.9994329857,-2147483648,CORDOBA,CORDOBA,IGN,4611371.499984,6375330.999433
4611588.99998405,6375024.9994328246,-2147483648,CORDOBA,CORDOBA,IGN,4611588.999984,6375024.999433
4611724.99998403,6374810.4994327016,-2147483648,CORDOBA,CORDOBA,IGN,4611724.999984,6374810.499433
4611881.999984,6374638.9994326141,-2147483648,CORDOBA,CORDOBA,IGN,4611881.999984,6374638.999433
4612067.499983978,6374453.4994325135,-2147483648,CORDOBA,CORDOBA,IGN,4612067.499984,6374453.499433
4612246.499983953,6374274.9994324092,-2147483648,CORDOBA,CORDOBA,IGN,4612246.499984,6374274.999432
4612439.499983927,6374081.9994323086,-2147483648,CORDOBA,CORDOBA,IGN,4612439.499984,6374081.999432
4612588.9999839,6373862.4994321931,-2147483648,CORDOBA,CORDOBA,IGN,4612588.999984,6373862.499432
4612734.499983881,6373637.4994320637,-2147483648,CORDOBA,CORDOBA,IGN,4612734.499984,6373637.499432
4612531.9999839,6373388.4994319212,-2147483648,CORDOBA,CORDOBA,IGN,4612531.999984,6373388.499432
4612535.9999839,6372962.9994316865,-2147483648,CORDOBA,CORDOBA,IGN,4612535.999984,6372962.999432
4612774.99998387,6372766.9994315803,-2147483648,CORDOBA,CORDOBA,IGN,4612774.999984,6372766.999432
4612767.99998386,6372166.9994312469,-2147483648,CORDOBA,CORDOBA,IGN,4612767.999984,6372166.999431
4612953.99998383,6371930.9994311193,-2147483648,CORDOBA,CORDOBA,IGN,4612953.999984,6371930.999431
4612996.499983824,6371580.9994309256,-2147483648,CORDOBA,CORDOBA,IGN,4612996.499984,6371580.999431
4613189.499983794,6371366.499430811,-2147483648,CORDOBA,CORDOBA,IGN,4613189.499984,6371366.499431
4613439.499983757,6371430.9994308455,-2147483648,CORDOBA,CORDOBA,IGN,4613439.499984,6371430.999431
4613593.99998374,6371335.9994308027,-2147483648,CORDOBA,CORDOBA,IGN,4613593.999984,6371335.999431
4613527.99998375,6370938.9994305763,-2147483648,CORDOBA,CORDOBA,IGN,4613527.999984,6370938.999431
4613527.99998374,6370647.9994304171,-2147483648,CORDOBA,CORDOBA,IGN,4613527.999984,6370647.999430
4613753.99998371,6370315.9994302355,-2147483648,CORDOBA,CORDOBA,IGN,4613753.999984,6370315.999430
4613699.99998371,6370171.4994301545,-2147483648,CORDOBA,CORDOBA,IGN,4613699.999984,6370171.499430
4613673.499983718,6369933.4994300203,-2147483648,CORDOBA,CORDOBA,IGN,4613673.499984,6369933.499430
4613646.99998372,6369681.9994298853,-2147483648,CORDOBA,CORDOBA,IGN,4613646.999984,6369681.999430
4613646.99998371,6369430.9994297456,-2147483648,CORDOBA,CORDOBA,IGN,4613646.999984,6369430.999430
4613686.99998371,6369205.9994296245,-2147483648,CORDOBA,CORDOBA,IGN,4613686.999984,6369205.999430
4613884.99998368,6369020.4994295212,-2147483648,CORDOBA,CORDOBA,IGN,4613884.999984,6369020.499430
4613898.499983675,6368822.4994294131,-2147483648,CORDOBA,CORDOBA,IGN,4613898.499984,6368822.499429
4613964.499983665,6368570.9994292734,-2147483648,CORDOBA,CORDOBA,IGN,4613964.499984,6368570.999429
4614109.99998364,6368332.9994291449,-2147483648,CORDOBA,CORDOBA,IGN,4614109.999984,6368332.999429
4614176.499983627,6368120.9994290248,-2147483648,CORDOBA,CORDOBA,IGN,4614176.499984,6368120.999429
4614205.499983623,6367831.4994288664,-2147483648,CORDOBA,CORDOBA,IGN,4614205.499984,6367831.499429
4614361.499983599,6367366.9994286122,-2147483648,CORDOBA,CORDOBA,IGN,4614361.499984,6367366.999429
4614218.499983614,6367086.4994284585,-2147483648,CORDOBA,CORDOBA,IGN,4614218.499984,6367086.499428
4614148.499983623,6366865.4994283365,-2147483648,CORDOBA,CORDOBA,IGN,4614148.499984,6366865.499428
4614095.99998363,6366574.4994281773,-2147483648,CORDOBA,CORDOBA,IGN,4614095.999984,6366574.499428
4614061.499983627,6366264.4994280031,-2147483648,CORDOBA,CORDOBA,IGN,4614061.499984,6366264.499428
4613907.499983654,6365924.99942782,-2147483648,CORDOBA,CORDOBA,IGN,4613907.499984,6365924.999428
4613903.99998365,6365571.4994276157,-2147483648,CORDOBA,CORDOBA,IGN,4613903.999984,6365571.499428
4613746.99998366,6365278.4994274564,-2147483648,CORDOBA,CORDOBA,IGN,4613746.999984,6365278.499427
4613746.99998367,6365013.9994273074,-2147483648,CORDOBA,CORDOBA,IGN,4613746.999984,6365013.999427
4613601.99998369,6364715.49942715,-2147483648,CORDOBA,CORDOBA,IGN,4613601.999984,6364715.499427
4613516.49998369,6364351.9994269414,-2147483648,CORDOBA,CORDOBA,IGN,4613516.499984,6364351.999427
4613210.499983736,6363993.4994267458,-2147483648,CORDOBA,CORDOBA,IGN,4613210.499984,6363993.499427
4613263.499983722,6363715.9994265921,-2147483648,CORDOBA,CORDOBA,IGN,4613263.499984,6363715.999427
4613130.99998374,6363530.4994264832,-2147483648,CORDOBA,CORDOBA,IGN,4613130.999984,6363530.499426
4612998.99998375,6362987.9994261889,-2147483648,CORDOBA,CORDOBA,IGN,4612998.999984,6362987.999426
4612853.499983776,6362657.4994260035,-2147483648,CORDOBA,CORDOBA,IGN,4612853.499984,6362657.499426
4612945.99998376,6362128.4994257186,-2147483648,CORDOBA,CORDOBA,IGN,4612945.999984,6362128.499426
4613157.499983725,6361784.4994255295,-2147483648,CORDOBA,CORDOBA,IGN,4613157.499984,6361784.499426
4613171.99998372,6361533.99942539,-2147483648,CORDOBA,CORDOBA,IGN,4613171.999984,6361533.999425
4613395.99998368,6361254.9994252343,-2147483648,CORDOBA,CORDOBA,IGN,4613395.999984,6361254.999425
4613488.499983667,6361016.9994251058,-2147483648,CORDOBA,CORDOBA,IGN,4613488.499984,6361016.999425
4613607.499983655,6360858.4994250163,-2147483648,CORDOBA,CORDOBA,IGN,4613607.499984,6360858.499425
4613818.99998362,6360712.9994249474,-2147483648,CORDOBA,CORDOBA,IGN,4613818.999984,6360712.999425
4614136.499983574,6360672.9994249232,-2147483648,CORDOBA,CORDOBA,IGN,4614136.499984,6360672.999425
4614268.99998355,6360672.9994249223,-2147483648,CORDOBA,CORDOBA,IGN,4614268.999984,6360672.999425
