X,Y,UNION,JURISDICCI,CAPITAL,FUENTE,XCOORD,YCOORD
4306523.0000278009,6330498.49940929,-2147483648,CORDOBA,CORDOBA,IGN,4306523.000028,6330498.499409
4306685.0000277888,6330362.9994092155,-2147483648,CORDOBA,CORDOBA,IGN,4306685.000028,6330362.999409
4306917.0000277525,6330242.4994091513,-2147483648,CORDOBA,CORDOBA,IGN,4306917.000028,6330242.499409
4307128.5000277311,6330159.4994091028,-2147483648,CORDOBA,CORDOBA,IGN,4307128.500028,6330159.499409
4307559.5000276752,6330307.4994091718,-2147483648,CORDOBA,CORDOBA,IGN,4307559.500028,6330307.499409
4307722.500027651,6330166.4994090935,-2147483648,CORDOBA,CORDOBA,IGN,4307722.500028,6330166.499409
4307912.5000276258,6329999.9994090041,-2147483648,CORDOBA,CORDOBA,IGN,4307912.500028,6329999.999409
4308258.0000275858,6329943.4994089697,-2147483648,CORDOBA,CORDOBA,IGN,4308258.000028,6329943.499409
4308278.5000275802,6330155.9994090842,-2147483648,CORDOBA,CORDOBA,IGN,4308278.500028,6330155.999409
4308280.5000275718,6330552.9994092938,-2147483648,CORDOBA,CORDOBA,IGN,4308280.500028,6330552.999409
4308418.5000275476,6330821.9994094372,-2147483648,CORDOBA,CORDOBA,IGN,4308418.500028,6330821.999409
4308570.0000275262,6331077.9994095759,-2147483648,CORDOBA,CORDOBA,IGN,4308570.000028,6331077.999410
4308809.0000274843,6331508.4994098078,-2147483648,CORDOBA,CORDOBA,IGN,4308809.000027,6331508.499410
4309166.5000274377,6331981.99941006,-2147483648,CORDOBA,CORDOBA,IGN,4309166.500027,6331981.999410
4309474.0000273865,6332334.9994102474,-2147483648,CORDOBA,CORDOBA,IGN,4309474.000027,6332334.999410
4309854.000027339,6332403.99941028,-2147483648,CORDOBA,CORDOBA,IGN,4309854.000027,6332403.999410
4309569.0000273669,6332708.4994104449,-2147483648,CORDOBA,CORDOBA,IGN,4309569.000027,6332708.499410
4309624.5000273651,6332930.9994105678,-2147483648,CORDOBA,CORDOBA,IGN,4309624.500027,6332930.999411
4309413.5000273855,6333061.4994106414,-2147483648,CORDOBA,CORDOBA,IGN,4309413.500027,6333061.499411
4309152.0000274181,6333397.9994108342,-2147483648,CORDOBA,CORDOBA,IGN,4309152.000027,6333397.999411
4308751.0000274582,6334458.99941142,-2147483648,CORDOBA,CORDOBA,IGN,4308751.000027,6334458.999411
4308734.0000274526,6335054.4994117375,-2147483648,CORDOBA,CORDOBA,IGN,4308734.000027,6335054.499412
4308724.5000274517,6335384.9994119173,-2147483648,CORDOBA,CORDOBA,IGN,4308724.500027,6335384.999412
4308449.5000274768,6335747.9994121222,-2147483648,CORDOBA,CORDOBA,IGN,4308449.500027,6335747.999412
4308299.5000274954,6335902.4994122051,-2147483648,CORDOBA,CORDOBA,IGN,4308299.500027,6335902.499412
4308278.5000274973,6336166.4994123559,-2147483648,CORDOBA,CORDOBA,IGN,4308278.500027,6336166.499412
4308320.000027488,6336564.99941257,-2147483648,CORDOBA,CORDOBA,IGN,4308320.000027,6336564.999413
4308389.500027474,6336910.9994127555,-2147483648,CORDOBA,CORDOBA,IGN,4308389.500027,6336910.999413
4308497.0000274526,6337324.4994129799,-2147483648,CORDOBA,CORDOBA,IGN,4308497.000027,6337324.499413
4308556.5000274414,6337564.4994131103,-2147483648,CORDOBA,CORDOBA,IGN,4308556.500027,6337564.499413
4308577.5000274321,6337750.4994132156,-2147483648,CORDOBA,CORDOBA,IGN,4308577.500027,6337750.499413
4308649.0000274247,6338030.4994133683,-2147483648,CORDOBA,CORDOBA,IGN,4308649.000027,6338030.499413
4308640.5000274181,6338321.499413521,-2147483648,CORDOBA,CORDOBA,IGN,4308640.500027,6338321.499414
4308711.500027407,6338614.9994136812,-2147483648,CORDOBA,CORDOBA,IGN,4308711.500027,6338614.999414
4308632.0000274098,6339089.499413942,-2147483648,CORDOBA,CORDOBA,IGN,4308632.000027,6339089.499414
4308777.5000273911,6339356.9994140808,-2147483648,CORDOBA,CORDOBA,IGN,4308777.500027,6339356.999414
4308879.5000273753,6339562.9994141944,-2147483648,CORDOBA,CORDOBA,IGN,4308879.500027,6339562.999414
4309041.0000273492,6339687.9994142642,-2147483648,CORDOBA,CORDOBA,IGN,4309041.000027,6339687.999414
4309104.0000273408,6339943.4994144011,-2147483648,CORDOBA,CORDOBA,IGN,4309104.000027,6339943.499414
4309128.0000273297,6340223.4994145567,-2147483648,CORDOBA,CORDOBA,IGN,4309128.000027,6340223.499415
4309158.5000273194,6340509.9994147057,-2147483648,CORDOBA,CORDOBA,IGN,4309158.500027,6340509.999415
4309001.0000273352,6341006.4994149823,-2147483648,CORDOBA,CORDOBA,IGN,4309001.000027,6341006.499415
4309179.5000273101,6341236.4994151089,-2147483648,CORDOBA,CORDOBA,IGN,4309179.500027,6341236.499415
4309413.0000272803,6341401.9994151918,-2147483648,CORDOBA,CORDOBA,IGN,4309413.000027,6341401.999415
4309687.500027244,6341528.9994152542,-2147483648,CORDOBA,CORDOBA,IGN,4309687.500027,6341528.999415
4309987.5000271937,6341683.4994153352,-2147483648,CORDOBA,CORDOBA,IGN,4309987.500027,6341683.499415
4310131.500027176,6341740.4994153641,-2147483648,CORDOBA,CORDOBA,IGN,4310131.500027,6341740.499415
4310247.0000271611,6341875.9994154405,-2147483648,CORDOBA,CORDOBA,IGN,4310247.000027,6341875.999415
4310303.5000271508,6342221.9994156323,-2147483648,CORDOBA,CORDOBA,IGN,4310303.500027,6342221.999416
4310372.5000271313,6342581.4994158242,-2147483648,CORDOBA,CORDOBA,IGN,4310372.500027,6342581.499416
4310457.5000271192,6342848.4994159685,-2147483648,CORDOBA,CORDOBA,IGN,4310457.500027,6342848.499416
4310621.5000270912,6343130.9994161185,-2147483648,CORDOBA,CORDOBA,IGN,4310621.500027,6343130.999416
4310790.0000270726,6343254.9994161883,-2147483648,CORDOBA,CORDOBA,IGN,4310790.000027,6343254.999416
4310904.5000270568,6343417.4994162731,-2147483648,CORDOBA,CORDOBA,IGN,4310904.500027,6343417.499416
4311067.5000270307,6343739.4994164454,-2147483648,CORDOBA,CORDOBA,IGN,4311067.500027,6343739.499416
4311221.0000270018,6343929.4994165488,-2147483648,CORDOBA,CORDOBA,IGN,4311221.000027,6343929.499417
4311421.5000269739,6344131.9994166568,-2147483648,CORDOBA,CORDOBA,IGN,4311421.500027,6344131.999417
4311491.0000269599,6344368.9994167853,-2147483648,CORDOBA,CORDOBA,IGN,4311491.000027,6344368.999417
4311580.0000269478,6344599.9994169157,-2147483648,CORDOBA,CORDOBA,IGN,4311580.000027,6344599.999417
4311629.5000269385,6344873.9994170563,-2147483648,CORDOBA,CORDOBA,IGN,4311629.500027,6344873.999417
4311774.0000269143,6345169.99941722,-2147483648,CORDOBA,CORDOBA,IGN,4311774.000027,6345169.999417
4311838.0000269003,6345400.499417346,-2147483648,CORDOBA,CORDOBA,IGN,4311838.000027,6345400.499417
4311933.0000268864,6345618.4994174652,-2147483648,CORDOBA,CORDOBA,IGN,4311933.000027,6345618.499417
4312184.5000268491,6345889.9994176114,-2147483648,CORDOBA,CORDOBA,IGN,4312184.500027,6345889.999418
4312389.0000268174,6346133.9994177334,-2147483648,CORDOBA,CORDOBA,IGN,4312389.000027,6346133.999418
4312436.5000268137,6346333.9994178498,-2147483648,CORDOBA,CORDOBA,IGN,4312436.500027,6346333.999418
4312431.0000268081,6346532.4994179551,-2147483648,CORDOBA,CORDOBA,IGN,4312431.000027,6346532.499418
4312449.0000268035,6346823.99941812,-2147483648,CORDOBA,CORDOBA,IGN,4312449.000027,6346823.999418
4312522.5000267932,6347037.9994182317,-2147483648,CORDOBA,CORDOBA,IGN,4312522.500027,6347037.999418
4312597.0000267802,6347212.4994183248,-2147483648,CORDOBA,CORDOBA,IGN,4312597.000027,6347212.499418
4311552.9403377445,6347411.4696319327,-2147483648,CORDOBA,CORDOBA,IGN,4311552.940338,6347411.469632
4311743.0000268826,6347623.9994185576,-2147483648,CORDOBA,CORDOBA,IGN,4311743.000027,6347623.999419
4311829.0000268705,6347870.499418702,-2147483648,CORDOBA,CORDOBA,IGN,4311829.000027,6347870.499419
4311925.0000268528,6348175.4994188631,-2147483648,CORDOBA,CORDOBA,IGN,4311925.000027,6348175.499419
4312070.5000268314,6348377.4994189749,-2147483648,CORDOBA,CORDOBA,IGN,4312070.500027,6348377.499419
4312108.5000268286,6348669.4994191332,-2147483648,CORDOBA,CORDOBA,IGN,4312108.500027,6348669.499419
4312160.0000268128,6348880.4994192468,-2147483648,CORDOBA,CORDOBA,IGN,4312160.000027,6348880.499419
4312092.5000268202,6349238.9994194424,-2147483648,CORDOBA,CORDOBA,IGN,4312092.500027,6349238.999419
4311900.5000268389,6349442.9994195569,-2147483648,CORDOBA,CORDOBA,IGN,4311900.500027,6349442.999420
4311738.0000268556,6349833.4994197721,-2147483648,CORDOBA,CORDOBA,IGN,4311738.000027,6349833.499420
4311513.0000268854,6349978.4994198522,-2147483648,CORDOBA,CORDOBA,IGN,4311513.000027,6349978.499420
4311264.5000269171,6350344.9994200571,-2147483648,CORDOBA,CORDOBA,IGN,4311264.500027,6350344.999420
4311201.0000269208,6350622.9994202172,-2147483648,CORDOBA,CORDOBA,IGN,4311201.000027,6350622.999420
4311214.5000269115,6350851.4994203346,-2147483648,CORDOBA,CORDOBA,IGN,4311214.500027,6350851.499420
4311279.0000269003,6351106.4994204724,-2147483648,CORDOBA,CORDOBA,IGN,4311279.000027,6351106.499420
4311335.5000268947,6351310.9994205926,-2147483648,CORDOBA,CORDOBA,IGN,4311335.500027,6351310.999421
4311387.5000268864,6351521.9994206997,-2147483648,CORDOBA,CORDOBA,IGN,4311387.500027,6351521.999421
4311465.0000268705,6351651.9994207779,-2147483648,CORDOBA,CORDOBA,IGN,4311465.000027,6351651.999421
4311586.0000268547,6351899.9994209083,-2147483648,CORDOBA,CORDOBA,IGN,4311586.000027,6351899.999421
4311686.0000268379,6352065.499420993,-2147483648,CORDOBA,CORDOBA,IGN,4311686.000027,6352065.499421
4311782.0000268156,6352370.4994211653,-2147483648,CORDOBA,CORDOBA,IGN,4311782.000027,6352370.499421
4312040.0000267792,6352703.4994213441,-2147483648,CORDOBA,CORDOBA,IGN,4312040.000027,6352703.499421
4312241.5000267467,6352988.4994214997,-2147483648,CORDOBA,CORDOBA,IGN,4312241.500027,6352988.499421
4312470.0000267224,6353134.4994215705,-2147483648,CORDOBA,CORDOBA,IGN,4312470.000027,6353134.499422
4312744.0000266843,6353316.9994216738,-2147483648,CORDOBA,CORDOBA,IGN,4312744.000027,6353316.999422
4312961.0000266498,6353450.9994217446,-2147483648,CORDOBA,CORDOBA,IGN,4312961.000027,6353450.999422
4313073.0000266284,6353593.9994218126,-2147483648,CORDOBA,CORDOBA,IGN,4313073.000027,6353593.999422
4313076.0000266256,6353896.499421984,-2147483648,CORDOBA,CORDOBA,IGN,4313076.000027,6353896.499422
4313051.5000266312,6354089.9994220911,-2147483648,CORDOBA,CORDOBA,IGN,4313051.500027,6354089.999422
4313137.5000266125,6354479.4994222978,-2147483648,CORDOBA,CORDOBA,IGN,4313137.500027,6354479.499422
4313087.0000266116,6354756.99942246,-2147483648,CORDOBA,CORDOBA,IGN,4313087.000027,6354756.999422
4313036.5000266181,6355035.4994226079,-2147483648,CORDOBA,CORDOBA,IGN,4313036.500027,6355035.499423
4313055.0000266097,6355352.499422784,-2147483648,CORDOBA,CORDOBA,IGN,4313055.000027,6355352.499423
4313148.5000265948,6355671.9994229609,-2147483648,CORDOBA,CORDOBA,IGN,4313148.500027,6355671.999423
4313212.5000265809,6355946.4994231053,-2147483648,CORDOBA,CORDOBA,IGN,4313212.500027,6355946.499423
4313187.5000265827,6356211.9994232496,-2147483648,CORDOBA,CORDOBA,IGN,4313187.500027,6356211.999423
4313200.0000265781,6356503.9994234163,-2147483648,CORDOBA,CORDOBA,IGN,4313200.000027,6356503.999423
4313295.500026565,6356766.4994235551,-2147483648,CORDOBA,CORDOBA,IGN,4313295.500027,6356766.499424
4313332.500026552,6357148.9994237656,-2147483648,CORDOBA,CORDOBA,IGN,4313332.500027,6357148.999424
4313569.5000265166,6357399.9994238969,-2147483648,CORDOBA,CORDOBA,IGN,4313569.500027,6357399.999424
4313763.0000264868,6357556.4994239882,-2147483648,CORDOBA,CORDOBA,IGN,4313763.000026,6357556.499424
4313935.000026471,6357642.9994240263,-2147483648,CORDOBA,CORDOBA,IGN,4313935.000026,6357642.999424
4314079.500026444,6357879.4994241605,-2147483648,CORDOBA,CORDOBA,IGN,4314079.500026,6357879.499424
4314236.000026417,6358093.4994242741,-2147483648,CORDOBA,CORDOBA,IGN,4314236.000026,6358093.499424
4314396.0000263993,6358202.4994243309,-2147483648,CORDOBA,CORDOBA,IGN,4314396.000026,6358202.499424
4314705.5000263508,6358362.4994244138,-2147483648,CORDOBA,CORDOBA,IGN,4314705.500026,6358362.499424
4314959.000026321,6358439.499424451,-2147483648,CORDOBA,CORDOBA,IGN,4314959.000026,6358439.499424
4315164.0000262866,6358596.99942453,-2147483648,CORDOBA,CORDOBA,IGN,4315164.000026,6358596.999425
4315185.5000262894,6358781.9994246373,-2147483648,CORDOBA,CORDOBA,IGN,4315185.500026,6358781.999425
4315016.5000263043,6358955.4994247388,-2147483648,CORDOBA,CORDOBA,IGN,4315016.500026,6358955.499425
4314888.000026321,6359282.99942491,-2147483648,CORDOBA,CORDOBA,IGN,4314888.000026,6359282.999425
4314826.0000263238,6359497.4994250387,-2147483648,CORDOBA,CORDOBA,IGN,4314826.000026,6359497.499425
4314788.0000263201,6359775.4994251877,-2147483648,CORDOBA,CORDOBA,IGN,4314788.000026,6359775.499425
4314892.5000263061,6360215.4994254299,-2147483648,CORDOBA,CORDOBA,IGN,4314892.500026,6360215.499425
4314874.5000263071,6360468.9994255677,-2147483648,CORDOBA,CORDOBA,IGN,4314874.500026,6360468.999426
4314820.5000263108,6360854.9994257828,-2147483648,CORDOBA,CORDOBA,IGN,4314820.500026,6360854.999426
4314868.500026294,6361216.9994259821,-2147483648,CORDOBA,CORDOBA,IGN,4314868.500026,6361216.999426
4315025.5000262717,6361430.9994261023,-2147483648,CORDOBA,CORDOBA,IGN,4315025.500026,6361430.999426
4315358.0000262288,6361591.4994261852,-2147483648,CORDOBA,CORDOBA,IGN,4315358.000026,6361591.499426
4315634.5000261888,6361692.4994262317,-2147483648,CORDOBA,CORDOBA,IGN,4315634.500026,6361692.499426
4315862.0000261553,6361873.4994263314,-2147483648,CORDOBA,CORDOBA,IGN,4315862.000026,6361873.499426
4316079.5000261189,6362151.4994264757,-2147483648,CORDOBA,CORDOBA,IGN,4316079.500026,6362151.499426
4316098.0000261143,6362462.99942665,-2147483648,CORDOBA,CORDOBA,IGN,4316098.000026,6362462.999427
4316084.0000261161,6362805.4994268389,-2147483648,CORDOBA,CORDOBA,IGN,4316084.000026,6362805.499427
4316127.0000261022,6363142.4994270271,-2147483648,CORDOBA,CORDOBA,IGN,4316127.000026,6363142.499427
4316170.5000260901,6363479.4994272096,-2147483648,CORDOBA,CORDOBA,IGN,4316170.500026,6363479.499427
4316133.0000260947,6363744.99942735,-2147483648,CORDOBA,CORDOBA,IGN,4316133.000026,6363744.999427
4316105.5000260994,6364093.4994275458,-2147483648,CORDOBA,CORDOBA,IGN,4316105.500026,6364093.499428
4316074.5000260957,6364346.4994276892,-2147483648,CORDOBA,CORDOBA,IGN,4316074.500026,6364346.499428
4316061.5000260938,6364663.4994278662,-2147483648,CORDOBA,CORDOBA,IGN,4316061.500026,6364663.499428
4316078.0000260882,6365037.9994280757,-2147483648,CORDOBA,CORDOBA,IGN,4316078.000026,6365037.999428
4316132.5000260705,6365451.4994282974,-2147483648,CORDOBA,CORDOBA,IGN,4316132.500026,6365451.499428
4316152.5000260668,6365686.9994284231,-2147483648,CORDOBA,CORDOBA,IGN,4316152.500026,6365686.999428
4316101.0000260733,6365983.9994285908,-2147483648,CORDOBA,CORDOBA,IGN,4316101.000026,6365983.999429
4316082.0000260659,6366281.4994287593,-2147483648,CORDOBA,CORDOBA,IGN,4316082.000026,6366281.499429
4315981.5000260798,6366532.9994289,-2147483648,CORDOBA,CORDOBA,IGN,4315981.500026,6366532.999429
4315968.0000260826,6366837.4994290667,-2147483648,CORDOBA,CORDOBA,IGN,4315968.000026,6366837.499429
4315959.5000260752,6367230.4994292762,-2147483648,CORDOBA,CORDOBA,IGN,4315959.500026,6367230.499429
4315954.5000260761,6367452.4994294047,-2147483648,CORDOBA,CORDOBA,IGN,4315954.500026,6367452.499429
4315950.5000260668,6367761.4994295761,-2147483648,CORDOBA,CORDOBA,IGN,4315950.500026,6367761.499430
4315940.5000260659,6368109.99942977,-2147483648,CORDOBA,CORDOBA,IGN,4315940.500026,6368109.999430
4316026.000026051,6368379.9994299142,-2147483648,CORDOBA,CORDOBA,IGN,4316026.000026,6368379.999430
4316085.5000260361,6368730.4994301088,-2147483648,CORDOBA,CORDOBA,IGN,4316085.500026,6368730.499430
4316204.5000260174,6369059.4994302895,-2147483648,CORDOBA,CORDOBA,IGN,4316204.500026,6369059.499430
4316242.0000260118,6369374.9994304581,-2147483648,CORDOBA,CORDOBA,IGN,4316242.000026,6369374.999430
4316242.5000260081,6369758.4994306741,-2147483648,CORDOBA,CORDOBA,IGN,4316242.500026,6369758.499431
4316314.5000259951,6370097.9994308585,-2147483648,CORDOBA,CORDOBA,IGN,4316314.500026,6370097.999431
4316329.5000259858,6370377.4994310113,-2147483648,CORDOBA,CORDOBA,IGN,4316329.500026,6370377.499431
4316284.5000259839,6370736.9994312134,-2147483648,CORDOBA,CORDOBA,IGN,4316284.500026,6370736.999431
4316369.0000259699,6371041.4994313736,-2147483648,CORDOBA,CORDOBA,IGN,4316369.000026,6371041.499431
4316536.5000259448,6371290.4994315179,-2147483648,CORDOBA,CORDOBA,IGN,4316536.500026,6371290.499432
4316655.500025928,6371596.49943168,-2147483648,CORDOBA,CORDOBA,IGN,4316655.500026,6371596.499432
4316648.0000259262,6371863.99943183,-2147483648,CORDOBA,CORDOBA,IGN,4316648.000026,6371863.999432
4316642.0000259187,6372084.4994319491,-2147483648,CORDOBA,CORDOBA,IGN,4316642.000026,6372084.499432
4316635.5000259178,6372305.4994320758,-2147483648,CORDOBA,CORDOBA,IGN,4316635.500026,6372305.499432
4316533.0000259327,6372639.99943226,-2147483648,CORDOBA,CORDOBA,IGN,4316533.000026,6372639.999432
4316557.0000259215,6373024.4994324753,-2147483648,CORDOBA,CORDOBA,IGN,4316557.000026,6373024.499432
4316632.0000259131,6373258.9994326,-2147483648,CORDOBA,CORDOBA,IGN,4316632.000026,6373258.999433
4316672.500025901,6373469.4994327184,-2147483648,CORDOBA,CORDOBA,IGN,4316672.500026,6373469.499433
4316723.5000258889,6373715.4994328488,-2147483648,CORDOBA,CORDOBA,IGN,4316723.500026,6373715.499433
4316751.000025888,6373971.9994329959,-2147483648,CORDOBA,CORDOBA,IGN,4316751.000026,6373971.999433
4316786.0000258749,6374226.9994331375,-2147483648,CORDOBA,CORDOBA,IGN,4316786.000026,6374226.999433
4316736.5000258796,6374441.9994332483,-2147483648,CORDOBA,CORDOBA,IGN,4316736.500026,6374441.999433
4316788.5000258721,6374670.9994333796,-2147483648,CORDOBA,CORDOBA,IGN,4316788.500026,6374670.999433
4316796.0000258693,6374905.9994335081,-2147483648,CORDOBA,CORDOBA,IGN,4316796.000026,6374905.999434
4316777.5000258703,6375152.9994336432,-2147483648,CORDOBA,CORDOBA,IGN,4316777.500026,6375152.999434
4316808.5000258563,6375470.9994338248,-2147483648,CORDOBA,CORDOBA,IGN,4316808.500026,6375470.999434
4316946.0000258377,6375721.9994339608,-2147483648,CORDOBA,CORDOBA,IGN,4316946.000026,6375721.999434
4316973.500025834,6375978.9994341023,-2147483648,CORDOBA,CORDOBA,IGN,4316973.500026,6375978.999434
4317014.0000258218,6376189.4994342159,-2147483648,CORDOBA,CORDOBA,IGN,4317014.000026,6376189.499434
4317065.0000258125,6376472.4994343752,-2147483648,CORDOBA,CORDOBA,IGN,4317065.000026,6376472.499434
4317033.5000258153,6376736.4994345196,-2147483648,CORDOBA,CORDOBA,IGN,4317033.500026,6376736.499435
4317052.0000258051,6376899.9994346118,-2147483648,CORDOBA,CORDOBA,IGN,4317052.000026,6376899.999435
4316976.5000258172,6377106.9994347189,-2147483648,CORDOBA,CORDOBA,IGN,4316976.500026,6377106.999435
4316943.5000258144,6377443.4994349135,-2147483648,CORDOBA,CORDOBA,IGN,4316943.500026,6377443.499435
4316877.5000258228,6377732.49943507,-2147483648,CORDOBA,CORDOBA,IGN,4316877.500026,6377732.499435
4316822.0000258191,6378033.4994352404,-2147483648,CORDOBA,CORDOBA,IGN,4316822.000026,6378033.499435
4316883.5000258144,6378337.4994354108,-2147483648,CORDOBA,CORDOBA,IGN,4316883.500026,6378337.499435
4316946.0000258014,6378583.4994355412,-2147483648,CORDOBA,CORDOBA,IGN,4316946.000026,6378583.499436
4317078.0000257781,6378854.4994356884,-2147483648,CORDOBA,CORDOBA,IGN,4317078.000026,6378854.499436
4317269.5000257501,6379080.99943582,-2147483648,CORDOBA,CORDOBA,IGN,4317269.500026,6379080.999436
4317330.500025738,6379396.9994359845,-2147483648,CORDOBA,CORDOBA,IGN,4317330.500026,6379396.999436
4317424.5000257175,6379759.9994361876,-2147483648,CORDOBA,CORDOBA,IGN,4317424.500026,6379759.999436
4317571.0000257017,6379938.4994362816,-2147483648,CORDOBA,CORDOBA,IGN,4317571.000026,6379938.499436
4317810.000025671,6380047.99943635,-2147483648,CORDOBA,CORDOBA,IGN,4317810.000026,6380047.999436
4317982.000025644,6380205.9994364278,-2147483648,CORDOBA,CORDOBA,IGN,4317982.000026,6380205.999436
4318094.5000256216,6380337.4994364958,-2147483648,CORDOBA,CORDOBA,IGN,4318094.500026,6380337.499436
4318242.5000256039,6380457.9994365657,-2147483648,CORDOBA,CORDOBA,IGN,4318242.500026,6380457.999437
4318468.0000255704,6380708.4994366942,-2147483648,CORDOBA,CORDOBA,IGN,4318468.000026,6380708.499437
4318685.0000255378,6380853.9994367836,-2147483648,CORDOBA,CORDOBA,IGN,4318685.000026,6380853.999437
4318994.000025494,6381025.9994368646,-2147483648,CORDOBA,CORDOBA,IGN,4318994.000025,6381025.999437
4319282.0000254586,6381171.9994369503,-2147483648,CORDOBA,CORDOBA,IGN,4319282.000025,6381171.999437
4319503.5000254307,6381189.4994369559,-2147483648,CORDOBA,CORDOBA,IGN,4319503.500025,6381189.499437
4319660.5000254,6381535.9994371459,-2147483648,CORDOBA,CORDOBA,IGN,4319660.500025,6381535.999437
4319624.5000254083,6381764.9994372744,-2147483648,CORDOBA,CORDOBA,IGN,4319624.500025,6381764.999437
4319570.5000254055,6382018.9994374169,-2147483648,CORDOBA,CORDOBA,IGN,4319570.500025,6382018.999437
4319668.5000253897,6382309.9994375734,-2147483648,CORDOBA,CORDOBA,IGN,4319668.500025,6382309.999438
4319739.0000253757,6382558.4994377065,-2147483648,CORDOBA,CORDOBA,IGN,4319739.000025,6382558.499438
4319959.0000253497,6382681.4994377792,-2147483648,CORDOBA,CORDOBA,IGN,4319959.000025,6382681.499438
4320176.0000253143,6382826.99943785,-2147483648,CORDOBA,CORDOBA,IGN,4320176.000025,6382826.999438
4320320.5000252984,6383051.99943797,-2147483648,CORDOBA,CORDOBA,IGN,4320320.500025,6383051.999438
4320383.0000252854,6383321.4994381256,-2147483648,CORDOBA,CORDOBA,IGN,4320383.000025,6383321.499438
4320304.5000252938,6383621.4994382877,-2147483648,CORDOBA,CORDOBA,IGN,4320304.500025,6383621.499438
4320217.0000253012,6383876.4994384293,-2147483648,CORDOBA,CORDOBA,IGN,4320217.000025,6383876.499438
4320116.0000253124,6384116.4994385727,-2147483648,CORDOBA,CORDOBA,IGN,4320116.000025,6384116.499439
4320121.500025304,6384444.9994387496,-2147483648,CORDOBA,CORDOBA,IGN,4320121.500025,6384444.999439
4320113.5000253022,6384616.4994388502,-2147483648,CORDOBA,CORDOBA,IGN,4320113.500025,6384616.499439
4320049.5000253087,6384835.4994389703,-2147483648,CORDOBA,CORDOBA,IGN,4320049.500025,6384835.499439
4319845.5000253376,6385050.9994390951,-2147483648,CORDOBA,CORDOBA,IGN,4319845.500025,6385050.999439
4319652.0000253608,6385328.9994392479,-2147483648,CORDOBA,CORDOBA,IGN,4319652.000025,6385328.999439
4319431.5000253804,6385713.9994394612,-2147483648,CORDOBA,CORDOBA,IGN,4319431.500025,6385713.999439
4319459.500025372,6385958.9994395981,-2147483648,CORDOBA,CORDOBA,IGN,4319459.500025,6385958.999440
4319590.500025359,6386253.4994397592,-2147483648,CORDOBA,CORDOBA,IGN,4319590.500025,6386253.499440
4319745.500025331,6386525.4994399175,-2147483648,CORDOBA,CORDOBA,IGN,4319745.500025,6386525.499440
4319819.5000253152,6386794.9994400572,-2147483648,CORDOBA,CORDOBA,IGN,4319819.500025,6386794.999440
4319930.0000253012,6386995.499440169,-2147483648,CORDOBA,CORDOBA,IGN,4319930.000025,6386995.499440
4319971.0000252929,6387194.4994402779,-2147483648,CORDOBA,CORDOBA,IGN,4319971.000025,6387194.499440
4320009.5000252854,6387474.9994404335,-2147483648,CORDOBA,CORDOBA,IGN,4320009.500025,6387474.999440
4320000.5000252789,6387788.4994406113,-2147483648,CORDOBA,CORDOBA,IGN,4320000.500025,6387788.499441
4320028.5000252724,6388051.9994407548,-2147483648,CORDOBA,CORDOBA,IGN,4320028.500025,6388051.999441
4319966.500025277,6388292.4994408898,-2147483648,CORDOBA,CORDOBA,IGN,4319966.500025,6388292.499441
4319886.0000252845,6388499.4994410118,-2147483648,CORDOBA,CORDOBA,IGN,4319886.000025,6388499.499441
4319791.5000252938,6388719.4994411347,-2147483648,CORDOBA,CORDOBA,IGN,4319791.500025,6388719.499441
4319632.5000253189,6388882.99944123,-2147483648,CORDOBA,CORDOBA,IGN,4319632.500025,6388882.999441
4319440.5000253413,6389098.4994413517,-2147483648,CORDOBA,CORDOBA,IGN,4319440.500025,6389098.499441
4319374.5000253413,6389375.9994415,-2147483648,CORDOBA,CORDOBA,IGN,4319374.500025,6389375.999441
4319306.5000253497,6389722.9994416973,-2147483648,CORDOBA,CORDOBA,IGN,4319306.500025,6389722.999442
4319331.5000253394,6390060.9994418807,-2147483648,CORDOBA,CORDOBA,IGN,4319331.500025,6390060.999442
4319394.5000253329,6390306.9994420139,-2147483648,CORDOBA,CORDOBA,IGN,4319394.500025,6390306.999442
4319492.0000253133,6390565.4994421611,-2147483648,CORDOBA,CORDOBA,IGN,4319492.000025,6390565.499442
4319602.5000252994,6390766.4994422775,-2147483648,CORDOBA,CORDOBA,IGN,4319602.500025,6390766.499442
4319750.0000252742,6390898.4994423417,-2147483648,CORDOBA,CORDOBA,IGN,4319750.000025,6390898.499442
4319968.5000252444,6390997.9994423939,-2147483648,CORDOBA,CORDOBA,IGN,4319968.500025,6390997.999442
4320141.5000252202,6391037.4994424172,-2147483648,CORDOBA,CORDOBA,IGN,4320141.500025,6391037.499442
4320326.5000251988,6391077.4994424367,-2147483648,CORDOBA,CORDOBA,IGN,4320326.500025,6391077.499442
4320662.0000251532,6391145.4994424665,-2147483648,CORDOBA,CORDOBA,IGN,4320662.000025,6391145.499442
4321067.5000250954,6391191.4994424945,-2147483648,CORDOBA,CORDOBA,IGN,4321067.500025,6391191.499442
4321274.5000250721,6391278.9994425401,-2147483648,CORDOBA,CORDOBA,IGN,4321274.500025,6391278.999443
4321513.5000250386,6391471.9994426379,-2147483648,CORDOBA,CORDOBA,IGN,4321513.500025,6391471.999443
4321670.0000250163,6391685.499442758,-2147483648,CORDOBA,CORDOBA,IGN,4321670.000025,6391685.499443
